family	genus	scientific_name	native_status	mycorrhizal_type
Euphorbiaceae	Croton	Croton tiliifolius	non-native	AM
Euphorbiaceae	Croton	Croton tomentellus	native	AM
Euphorbiaceae	Croton	Croton tonduzii	non-native	AM
Euphorbiaceae	Croton	Croton touranensis	non-native	AM
Euphorbiaceae	Croton	Croton triacros	native	AM
Euphorbiaceae	Croton	Croton triglandulatus	non-native	AM
Euphorbiaceae	Croton	Croton trombetensis	non-native	AM
Euphorbiaceae	Croton	Croton turumiquirensis	non-native	AM
Euphorbiaceae	Croton	Croton tyndaridum	non-native	AM
Euphorbiaceae	Croton	Croton urucurana	non-native	AM
Euphorbiaceae	Croton	Croton vatomandrensis	non-native	AM
Euphorbiaceae	Croton	Croton vaughanii	non-native	AM
Euphorbiaceae	Croton	Croton verapazensis	non-native	AM
Euphorbiaceae	Croton	Croton verreauxii	native	AM
Euphorbiaceae	Croton	Croton viroleoides	non-native	AM
Euphorbiaceae	Croton	Croton vogelianus	non-native	AM
Euphorbiaceae	Croton	Croton vulnerarius	non-native	AM
Euphorbiaceae	Croton	Croton wallichii	non-native	AM
Euphorbiaceae	Croton	Croton wassi-kussae	non-native	AM
Euphorbiaceae	Croton	Croton watsonii	non-native	AM
Euphorbiaceae	Croton	Croton websteri	non-native	AM
Euphorbiaceae	Croton	Croton wellensii	non-native	AM
Euphorbiaceae	Croton	Croton womersleyi	non-native	AM
Euphorbiaceae	Croton	Croton xalapensis	non-native	AM
Euphorbiaceae	Croton	Croton yanhuii	non-native	AM
Euphorbiaceae	Croton	Croton yavitensis	non-native	AM
Euphorbiaceae	Croton	Croton ynesae	non-native	AM
Euphorbiaceae	Croton	Croton yucatanensis	non-native	AM
Euphorbiaceae	Croton	Croton zambalensis	non-native	AM
Euphorbiaceae	Croton	Croton zeylanicus	non-native	AM
Euphorbiaceae	Crotonogyne	Crotonogyne caterviflora	non-native	AM
Euphorbiaceae	Crotonogyne	Crotonogyne gabunensis	non-native	AM
Euphorbiaceae	Crotonogyne	Crotonogyne giorgii	non-native	AM
Euphorbiaceae	Crotonogyne	Crotonogyne manniana	non-native	AM
Euphorbiaceae	Crotonogyne	Crotonogyne neglecta	non-native	AM
Euphorbiaceae	Crotonogyne	Crotonogyne poggei	non-native	AM
Euphorbiaceae	Crotonogyne	Crotonogyne preussii	non-native	AM
Euphorbiaceae	Crotonogyne	Crotonogyne zenkeri	non-native	AM
Euphorbiaceae	Crotonogynopsis	Crotonogynopsis akeassii	non-native	AM
Euphorbiaceae	Crotonogynopsis	Crotonogynopsis korupensis	non-native	AM
Euphorbiaceae	Crotonogynopsis	Crotonogynopsis usambarica	non-native	AM
Fabaceae	Crudia	Crudia abbreviata	native	AM
Fabaceae	Crudia	Crudia acuminata	non-native	AM
Fabaceae	Crudia	Crudia penduliflora	non-native	AM
Fabaceae	Crudia	Crudia aequalis	non-native	AM
Fabaceae	Crudia	Crudia amazonica	non-native	AM
Fabaceae	Crudia	Crudia aromatica	non-native	AM
Fabaceae	Crudia	Crudia balachandrae	non-native	AM
Fabaceae	Crudia	Crudia bantamensis	non-native	AM
Fabaceae	Crudia	Crudia bibundina	non-native	AM
Fabaceae	Crudia	Crudia blancoi	non-native	AM
Fabaceae	Crudia	Crudia bracteata	non-native	AM
Fabaceae	Crudia	Crudia caudata	non-native	AM
Fabaceae	Crudia	Crudia cauliflora	non-native	AM
Fabaceae	Crudia	Crudia curtisii	non-native	AM
Fabaceae	Crudia	Crudia cynometroides	non-native	AM
Fabaceae	Crudia	Crudia papuana	non-native	AM
Fabaceae	Crudia	Crudia gabonensis	non-native	AM
Fabaceae	Crudia	Crudia glaberrima	non-native	AM
Fabaceae	Crudia	Crudia gracilis	non-native	AM
Fabaceae	Crudia	Crudia harmsiana	non-native	AM
Fabaceae	Crudia	Crudia humboldtiana	non-native	AM
Fabaceae	Crudia	Crudia klainei	non-native	AM
Fabaceae	Crudia	Crudia laurentii	non-native	AM
Fabaceae	Crudia	Crudia ledermannii	non-native	AM
Fabaceae	Crudia	Crudia letouzeyi	non-native	AM
Fabaceae	Crudia	Crudia liberica	non-native	AM
Fabaceae	Crudia	Crudia michelsonii	non-native	AM
Fabaceae	Crudia	Crudia oblonga	non-native	AM
Fabaceae	Crudia	Crudia ornata	non-native	AM
Fabaceae	Crudia	Crudia papuana	native	AM
Fabaceae	Crudia	Crudia senegalensis	non-native	AM
Fabaceae	Crudia	Crudia spicata	non-native	AM
Fabaceae	Crudia	Crudia splendens	non-native	AM
Fabaceae	Crudia	Crudia tenuipes	non-native	AM
Fabaceae	Crudia	Crudia tomentosa	non-native	AM
Fabaceae	Crudia	Crudia viridiflora	non-native	AM
Fabaceae	Crudia	Crudia wrayi	non-native	AM
Fabaceae	Crudia	Crudia zenkeri	non-native	AM
Fabaceae	Crudia	Crudia zeylanica	non-native	AM
Arecaceae	Cryosophila	Cryosophila bartlettii	non-native	AM
Arecaceae	Cryosophila	Cryosophila cookii	non-native	AM
Arecaceae	Cryosophila	Cryosophila guagara	non-native	AM
Arecaceae	Cryosophila	Cryosophila kalbreyeri	non-native	AM
Arecaceae	Cryosophila	Cryosophila macrocarpa	non-native	AM
Arecaceae	Cryosophila	Cryosophila nana	non-native	AM
Arecaceae	Cryosophila	Cryosophila stauracantha	non-native	AM
Arecaceae	Cryosophila	Cryosophila warscewiczii	non-native	AM
Arecaceae	Cryosophila	Cryosophila williamsii	non-native	AM
Crypteroniaceae	Crypteronia	Crypteronia borneensis	non-native	AM
Crypteroniaceae	Crypteronia	Crypteronia cumingii	non-native	AM
Crypteroniaceae	Crypteronia	Crypteronia elegans	non-native	AM
Crypteroniaceae	Crypteronia	Crypteronia glabriflora	non-native	AM
Crypteroniaceae	Crypteronia	Crypteronia griffithii	non-native	AM
Crypteroniaceae	Crypteronia	Crypteronia macrophylla	non-native	AM
Crypteroniaceae	Crypteronia	Crypteronia paniculata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya acuminata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya acutifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya agathophylla	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya alba	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya albifrons	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya alleniana	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya alseodaphnifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya alticola	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya ambrensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya ampla	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya amygdalina	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya anamalayana	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya andamanica	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya angica	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya angulata	native	AM
Lauraceae	Cryptocarya	Cryptocarya angustifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya apamifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya archboldiana	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya arfakensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya argyrophylla	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya aristata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya aschersoniana	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya atra	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya aurea	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya aureobrunnea	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya aureosericea	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya austro-kweichouensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya balakrishnanii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya bamagana	native	AM
Lauraceae	Cryptocarya	Cryptocarya barbellata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya beddomei	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya beilschmiediifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya bellendenkerana	native	AM
Lauraceae	Cryptocarya	Cryptocarya bernhardiensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya bhutanica	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya bidwillii	native	AM
Lauraceae	Cryptocarya	Cryptocarya biswasii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya bitriplinervia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya boemiensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya botelhensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya brachythyrsa	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya bracteolata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya brassii	native	AM
Lauraceae	Cryptocarya	Cryptocarya brevipes	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya bullata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya burckeana	native	AM
Lauraceae	Cryptocarya	Cryptocarya burkillii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya caesia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya cagayanensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya calandoi	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya calcicola	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya calderi	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya calelanensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya canaliculata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya capuronii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya carrii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya caryoptera	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya cavei	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya celebica	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya ceramica	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya chanthaburiensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya chartacea	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya chinensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya chingii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya citriformis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya clarksoniana	native	AM
Lauraceae	Cryptocarya	Cryptocarya claudiana	native	AM
Lauraceae	Cryptocarya	Cryptocarya cocosoides	native	AM
Lauraceae	Cryptocarya	Cryptocarya concinna	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya constricta	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya cordata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya cordifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya coriacea	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya corrugata	native	AM
Lauraceae	Cryptocarya	Cryptocarya costata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya crassifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya crassinerviopsis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya cunninghamii	native	AM
Lauraceae	Cryptocarya	Cryptocarya cuprea	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya darusensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya dealbata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya dekae	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya densiflora	native	AM
Lauraceae	Cryptocarya	Cryptocarya depauperata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya depressa	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya dipterocarpifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya diversifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya dorrigoensis	native	AM
Lauraceae	Cryptocarya	Cryptocarya durifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya edanoii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya elegans	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya elliptica	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya elliptifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya elongata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya endiandrifolia	native	AM
Lauraceae	Cryptocarya	Cryptocarya enervis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya engleriana	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya erythroxylon	native	AM
Lauraceae	Cryptocarya	Cryptocarya euphlebia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya everettii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya exfoliata	native	AM
Lauraceae	Cryptocarya	Cryptocarya fagifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya ferrarsi	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya ferrea	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya filicifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya flavisperma	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya floydii	native	AM
Lauraceae	Cryptocarya	Cryptocarya fluminensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya foetida	native	AM
Lauraceae	Cryptocarya	Cryptocarya forbesii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya foveolata	native	AM
Lauraceae	Cryptocarya	Cryptocarya foxworthyi	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya fulva	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya fusca	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya fuscopilosa	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya gigantocarpa	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya glabriflora	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya glauca	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya glaucescens	native	AM
Lauraceae	Cryptocarya	Cryptocarya glauciphylla	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya glaucocarpa	native	AM
Lauraceae	Cryptocarya	Cryptocarya globosa	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya globularia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya gonioclada	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya gracilis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya graehneriana	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya grandis	native	AM
Lauraceae	Cryptocarya	Cryptocarya gregsonii	native	AM
Lauraceae	Cryptocarya	Cryptocarya griffithiana	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya guianensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya guillauminii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya hainanensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya hartleyi	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya helicina	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya hornei	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya hypospodia	native	AM
Lauraceae	Cryptocarya	Cryptocarya idenburgensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya ilocana	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya impressa	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya impressivena	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya insularis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya intermedia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya invasiorum	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya iridescens	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya kajewskii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya kamahar	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya krameri	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya kurzii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya kwangtungensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya laevigata	native	AM
Lauraceae	Cryptocarya	Cryptocarya lanceolata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya lancifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya lancilimba	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya lanuginosa	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya laotica	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya latifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya lauriflora	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya lawsonii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya ledermannii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya leiana	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya leptospermoides	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya leucophylla	native	AM
Lauraceae	Cryptocarya	Cryptocarya liebertiana	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya lifuensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya litoralis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya lividula	native	AM
Lauraceae	Cryptocarya	Cryptocarya loheri	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya longepetiolata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya longifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya loureiroi	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya louvelii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya lucida	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya lyoniifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya macdonaldii	native	AM
Lauraceae	Cryptocarya	Cryptocarya mackeei	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya mackinnoniana	native	AM
Lauraceae	Cryptocarya	Cryptocarya maclurei	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya macrocarpa	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya macrodesme	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya macrophylla	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya maculata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya magnifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya malayana	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya mandioccana	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya mannii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya massoy	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya medicinalis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya megaphylla	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya meisneriana	native	AM
Lauraceae	Cryptocarya	Cryptocarya melanocarpa	native	AM
Lauraceae	Cryptocarya	Cryptocarya membranacea	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya metcalfiana	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya micrantha	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya microcos	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya microneura	native	AM
Lauraceae	Cryptocarya	Cryptocarya mindanaensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya minutifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya montana	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya moschata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya multiflora	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya multinervis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya multipaniculata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya murrayi	native	AM
Lauraceae	Cryptocarya	Cryptocarya myrcioides	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya myrtifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya nana	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya natalensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya nigra	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya nitens	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya nothofagetorum	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya nova-anglica	native	AM
Lauraceae	Cryptocarya	Cryptocarya oblata	native	AM
Lauraceae	Cryptocarya	Cryptocarya obliqua	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya oblonga	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya oblongata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya obovata	native	AM
Lauraceae	Cryptocarya	Cryptocarya occidentalis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya ocoteifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya odorata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya oligocarpa	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya oligophlebia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya onoprienkoana	native	AM
Lauraceae	Cryptocarya	Cryptocarya oubatchensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya ovalifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya ovata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya ovato-caudata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya pachyphylla	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya palawanensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya pallens	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya pallida	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya pallidifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya palmerensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya panamensis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya parallelinervia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya parinarifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya parinarioides	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya parvifolia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya perareolata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya pergamentacea	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya pergracilis	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya perlucida	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya pervillei	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya petiolata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya phyllostemon	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya pleurosperma	native	AM
Lauraceae	Cryptocarya	Cryptocarya pluricostata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya polyneura	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya praetervisa	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya procera	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya pulchella	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya pulchrinervia	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya pullenii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya pusilla	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya pustulata	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya putida	native	AM
Lauraceae	Cryptocarya	Cryptocarya ramosii	non-native	AM
Lauraceae	Cryptocarya	Cryptocarya rarinervia	non-native	AM
