scientific_name	genus	family	mycorrhizal_type	estimate
Acacia penninervis	Acacia	Fabaceae	EcM-AM	genus
Acacia pentadenia	Acacia	Fabaceae	EcM-AM	genus
Acacia petraea	Acacia	Fabaceae	EcM-AM	genus
Acacia peuce	Acacia	Fabaceae	EcM-AM	genus
Acacia phlebophylla	Acacia	Fabaceae	EcM-AM	genus
Acacia pickardii	Acacia	Fabaceae	EcM-AM	genus
Acacia platycarpa	Acacia	Fabaceae	EcM-AM	genus
Acacia plectocarpa	Acacia	Fabaceae	EcM-AM	genus
Acacia podalyriifolia	Acacia	Fabaceae	EcM-AM	genus
Acacia polifolia	Acacia	Fabaceae	EcM-AM	genus
Acacia polyadenia	Acacia	Fabaceae	EcM-AM	genus
Acacia polybotrya	Acacia	Fabaceae	EcM-AM	genus
Acacia polystachya	Acacia	Fabaceae	EcM-AM	genus
Acacia praelongata	Acacia	Fabaceae	EcM-AM	genus
Acacia prainii	Acacia	Fabaceae	EcM-AM	genus
Acacia pravissima	Acacia	Fabaceae	EcM-AM	genus
Acacia proiantha	Acacia	Fabaceae	EcM-AM	genus
Acacia prominens	Acacia	Fabaceae	EcM-AM	genus
Acacia pruinocarpa	Acacia	Fabaceae	EcM-AM	genus
Acacia pteraneura	Acacia	Fabaceae	EcM-AM	genus
Acacia pubescens	Acacia	Fabaceae	EcM-AM	genus
Acacia pubicosta	Acacia	Fabaceae	EcM-AM	genus
Acacia pubifolia	Acacia	Fabaceae	EcM-AM	genus
Acacia pubirhachis	Acacia	Fabaceae	EcM-AM	genus
Acacia pulchella	Acacia	Fabaceae	EcM-AM	genus
Acacia pustula	Acacia	Fabaceae	EcM-AM	genus
Acacia pycnantha	Acacia	Fabaceae	EcM-AM	genus
Acacia pycnostachya	Acacia	Fabaceae	EcM-AM	genus
Acacia pyrifolia	Acacia	Fabaceae	EcM-AM	genus
Acacia quadrimarginea	Acacia	Fabaceae	EcM-AM	genus
Acacia quiterajoensis	Acacia	Fabaceae	EcM-AM	genus
Acacia racospermoides	Acacia	Fabaceae	EcM-AM	genus
Acacia ramulosa	Acacia	Fabaceae	EcM-AM	genus
Acacia redolens	Acacia	Fabaceae	EcM-AM	genus
Acacia resinimarginea	Acacia	Fabaceae	EcM-AM	genus
Acacia resinistipulea	Acacia	Fabaceae	EcM-AM	genus
Acacia retinervis	Acacia	Fabaceae	EcM-AM	genus
Acacia retinodes	Acacia	Fabaceae	EcM-AM	genus
Acacia rhodophloia	Acacia	Fabaceae	EcM-AM	genus
Acacia rhodoxylon	Acacia	Fabaceae	EcM-AM	genus
Acacia riceana	Acacia	Fabaceae	EcM-AM	genus
Acacia richii	Acacia	Fabaceae	EcM-AM	genus
Acacia rigens	Acacia	Fabaceae	EcM-AM	genus
Acacia rivalis	Acacia	Fabaceae	EcM-AM	genus
Acacia rostellifera	Acacia	Fabaceae	EcM-AM	genus
Acacia rostriformis	Acacia	Fabaceae	EcM-AM	genus
Acacia rothii	Acacia	Fabaceae	EcM-AM	genus
Acacia roycei	Acacia	Fabaceae	EcM-AM	genus
Acacia rubida	Acacia	Fabaceae	EcM-AM	genus
Acacia saliciformis	Acacia	Fabaceae	EcM-AM	genus
Acacia salicina	Acacia	Fabaceae	EcM-AM	genus
Acacia saligna	Acacia	Fabaceae	EcM-AM	genus
Acacia saxatilis	Acacia	Fabaceae	EcM-AM	genus
Acacia schinoides	Acacia	Fabaceae	EcM-AM	genus
Acacia scirpifolia	Acacia	Fabaceae	EcM-AM	genus
Acacia sclerosperma	Acacia	Fabaceae	EcM-AM	genus
Acacia scopulorum	Acacia	Fabaceae	EcM-AM	genus
Acacia seclusa	Acacia	Fabaceae	EcM-AM	genus
Acacia semilunata	Acacia	Fabaceae	EcM-AM	genus
Acacia semirigida	Acacia	Fabaceae	EcM-AM	genus
Acacia sericata	Acacia	Fabaceae	EcM-AM	genus
Acacia sericoflora	Acacia	Fabaceae	EcM-AM	genus
Acacia shirleyi	Acacia	Fabaceae	EcM-AM	genus
Acacia sibilans	Acacia	Fabaceae	EcM-AM	genus
Acacia sibina	Acacia	Fabaceae	EcM-AM	genus
Acacia sibirica	Acacia	Fabaceae	EcM-AM	genus
Acacia signata	Acacia	Fabaceae	EcM-AM	genus
Acacia silvestris	Acacia	Fabaceae	EcM-AM	genus
Acacia simplex	Acacia	Fabaceae	EcM-AM	genus
Acacia simsii	Acacia	Fabaceae	EcM-AM	genus
Acacia solenota	Acacia	Fabaceae	EcM-AM	genus
Acacia spania	Acacia	Fabaceae	EcM-AM	genus
Acacia sparsiflora	Acacia	Fabaceae	EcM-AM	genus
Acacia speckii	Acacia	Fabaceae	EcM-AM	genus
Acacia spectabilis	Acacia	Fabaceae	EcM-AM	genus
Acacia spectrum	Acacia	Fabaceae	EcM-AM	genus
Acacia spirorbis	Acacia	Fabaceae	EcM-AM	genus
Acacia splendens	Acacia	Fabaceae	EcM-AM	genus
Acacia steedmanii	Acacia	Fabaceae	EcM-AM	genus
Acacia stenophylla	Acacia	Fabaceae	EcM-AM	genus
Acacia stereophylla	Acacia	Fabaceae	EcM-AM	genus
Acacia stipuligera	Acacia	Fabaceae	EcM-AM	genus
Acacia storyi	Acacia	Fabaceae	EcM-AM	genus
Acacia striatifolia	Acacia	Fabaceae	EcM-AM	genus
Acacia stricta	Acacia	Fabaceae	EcM-AM	genus
Acacia strongylophylla	Acacia	Fabaceae	EcM-AM	genus
Acacia subporosa	Acacia	Fabaceae	EcM-AM	genus
Acacia subtessarogona	Acacia	Fabaceae	EcM-AM	genus
Acacia subtilinervis	Acacia	Fabaceae	EcM-AM	genus
Acacia subulata	Acacia	Fabaceae	EcM-AM	genus
Acacia symonii	Acacia	Fabaceae	EcM-AM	genus
Acacia synchronicia	Acacia	Fabaceae	EcM-AM	genus
Acacia synoria	Acacia	Fabaceae	EcM-AM	genus
Acacia tenuinervis	Acacia	Fabaceae	EcM-AM	genus
Acacia tenuispica	Acacia	Fabaceae	EcM-AM	genus
Acacia tephrina	Acacia	Fabaceae	EcM-AM	genus
Acacia terminalis	Acacia	Fabaceae	EcM-AM	genus
Acacia tessellata	Acacia	Fabaceae	EcM-AM	genus
Acacia tetragonophylla	Acacia	Fabaceae	EcM-AM	genus
Acacia thomsonii	Acacia	Fabaceae	EcM-AM	genus
Acacia tingoorensis	Acacia	Fabaceae	EcM-AM	genus
Acacia torulosa	Acacia	Fabaceae	EcM-AM	genus
Acacia trachycarpa	Acacia	Fabaceae	EcM-AM	genus
Acacia trachyphloia	Acacia	Fabaceae	EcM-AM	genus
Acacia trinalis	Acacia	Fabaceae	EcM-AM	genus
Acacia trinervata	Acacia	Fabaceae	EcM-AM	genus
Acacia trineura	Acacia	Fabaceae	EcM-AM	genus
Acacia triptera	Acacia	Fabaceae	EcM-AM	genus
Acacia triptycha	Acacia	Fabaceae	EcM-AM	genus
Acacia tropica	Acacia	Fabaceae	EcM-AM	genus
Acacia tumida	Acacia	Fabaceae	EcM-AM	genus
Acacia tysonii	Acacia	Fabaceae	EcM-AM	genus
Acacia uncifera	Acacia	Fabaceae	EcM-AM	genus
Acacia uncifolia	Acacia	Fabaceae	EcM-AM	genus
Acacia undoolyana	Acacia	Fabaceae	EcM-AM	genus
Acacia undulifolia	Acacia	Fabaceae	EcM-AM	genus
Acacia verniciflua	Acacia	Fabaceae	EcM-AM	genus
Acacia veronica	Acacia	Fabaceae	EcM-AM	genus
Acacia verricula	Acacia	Fabaceae	EcM-AM	genus
Acacia verticillata	Acacia	Fabaceae	EcM-AM	genus
Acacia vestita	Acacia	Fabaceae	EcM-AM	genus
Acacia victoriae	Acacia	Fabaceae	EcM-AM	genus
Acacia viscidula	Acacia	Fabaceae	EcM-AM	genus
Acacia wanyu	Acacia	Fabaceae	EcM-AM	genus
Acacia wardellii	Acacia	Fabaceae	EcM-AM	genus
Acacia wattsiana	Acacia	Fabaceae	EcM-AM	genus
Acacia websteri	Acacia	Fabaceae	EcM-AM	genus
Acacia wetarensis	Acacia	Fabaceae	EcM-AM	genus
Acacia wilcoxii	Acacia	Fabaceae	EcM-AM	genus
Acacia willingii	Acacia	Fabaceae	EcM-AM	genus
Acacia xanthina	Acacia	Fabaceae	EcM-AM	genus
Acacia xiphophylla	Acacia	Fabaceae	EcM-AM	genus
Acacia yorkrakinensis	Acacia	Fabaceae	EcM-AM	genus
Acaciella angustissima	Acaciella	Fabaceae	AM	genus
Acaciella glauca	Acaciella	Fabaceae	AM	genus
Acalypha acrogyna	Acalypha	Euphorbiaceae	AM	genus
Acalypha amplexicaulis	Acalypha	Euphorbiaceae	AM	genus
Acalypha angatensis	Acalypha	Euphorbiaceae	AM	genus
Acalypha apodanthes	Acalypha	Euphorbiaceae	AM	genus
Acalypha balansae	Acalypha	Euphorbiaceae	AM	genus
Acalypha cardiophylla	Acalypha	Euphorbiaceae	AM	genus
Acalypha caturus	Acalypha	Euphorbiaceae	AM	genus
Acalypha chirindica	Acalypha	Euphorbiaceae	AM	genus
Acalypha chocoana	Acalypha	Euphorbiaceae	AM	genus
Acalypha cuneata	Acalypha	Euphorbiaceae	AM	genus
Acalypha diversifolia	Acalypha	Euphorbiaceae	AM	genus
Acalypha emirnensis	Acalypha	Euphorbiaceae	AM	genus
Acalypha fasciculata	Acalypha	Euphorbiaceae	AM	genus
Acalypha floresensis	Acalypha	Euphorbiaceae	AM	genus
Acalypha forsteriana	Acalypha	Euphorbiaceae	AM	genus
Acalypha fragilis	Acalypha	Euphorbiaceae	AM	genus
Acalypha fruticosa	Acalypha	Euphorbiaceae	AM	genus
Acalypha glabrata	Acalypha	Euphorbiaceae	AM	genus
Acalypha grandibracteata	Acalypha	Euphorbiaceae	AM	genus
Acalypha grandis	Acalypha	Euphorbiaceae	AM	genus
Acalypha grisebachiana	Acalypha	Euphorbiaceae	AM	genus
Acalypha hellwigii	Acalypha	Euphorbiaceae	AM	genus
Acalypha inaequilatera	Acalypha	Euphorbiaceae	AM	genus
Acalypha juruana	Acalypha	Euphorbiaceae	AM	genus
Acalypha lepinei	Acalypha	Euphorbiaceae	AM	genus
Acalypha longispica	Acalypha	Euphorbiaceae	AM	genus
Acalypha lyonsii	Acalypha	Euphorbiaceae	AM	genus
Acalypha macrostachya	Acalypha	Euphorbiaceae	AM	genus
Acalypha muelleriana	Acalypha	Euphorbiaceae	AM	genus
Acalypha flagellata	Acalypha	Euphorbiaceae	AM	genus
Acalypha neptunica	Acalypha	Euphorbiaceae	AM	genus
Acalypha novoguineensis	Acalypha	Euphorbiaceae	AM	genus
Acalypha ornata	Acalypha	Euphorbiaceae	AM	genus
Acalypha padifolia	Acalypha	Euphorbiaceae	AM	genus
Acalypha pancheriana	Acalypha	Euphorbiaceae	AM	genus
Acalypha peruviana	Acalypha	Euphorbiaceae	AM	genus
Acalypha platyphylla	Acalypha	Euphorbiaceae	AM	genus
Acalypha pubiflora	Acalypha	Euphorbiaceae	AM	genus
Acalypha pulogensis	Acalypha	Euphorbiaceae	AM	genus
Acalypha radula	Acalypha	Euphorbiaceae	AM	genus
Acalypha raivavensis	Acalypha	Euphorbiaceae	AM	genus
Acalypha rapensis	Acalypha	Euphorbiaceae	AM	genus
Acalypha repanda	Acalypha	Euphorbiaceae	AM	genus
Acalypha rivularis	Acalypha	Euphorbiaceae	AM	genus
Acalypha schiedeana	Acalypha	Euphorbiaceae	AM	genus
Acalypha sonderiana	Acalypha	Euphorbiaceae	AM	genus
Acalypha stachyura	Acalypha	Euphorbiaceae	AM	genus
Acalypha stellata	Acalypha	Euphorbiaceae	AM	genus
Acalypha stenoloba	Acalypha	Euphorbiaceae	AM	genus
Acalypha stricta	Acalypha	Euphorbiaceae	AM	genus
Acalypha subintegra	Acalypha	Euphorbiaceae	AM	genus
Acalypha suirenbiensis	Acalypha	Euphorbiaceae	AM	genus
Acalypha tenuifolia	Acalypha	Euphorbiaceae	AM	genus
Acalypha villosa	Acalypha	Euphorbiaceae	AM	genus
Acalypha wilkesiana	Acalypha	Euphorbiaceae	AM	genus
Acanthella sprucei	Acanthella	Melastomataceae	AM	genus
Acanthocladus colombianus	Acanthocladus	Polygalaceae	AM	genus
Acanthocladus dichromus	Acanthocladus	Polygalaceae	AM	genus
Acanthocladus dukei	Acanthocladus	Polygalaceae	AM	genus
Acanthocladus guayaquilensis	Acanthocladus	Polygalaceae	AM	genus
Acanthocladus pulcherrimus	Acanthocladus	Polygalaceae	AM	genus
Acanthocladus santosii	Acanthocladus	Polygalaceae	AM	genus
Acanthocladus scleroxylon	Acanthocladus	Polygalaceae	AM	genus
Acanthophoenix crinita	Acanthophoenix	Arecaceae	AM	genus
Acanthophoenix rousselii	Acanthophoenix	Arecaceae	AM	genus
Acanthophoenix rubra	Acanthophoenix	Arecaceae	AM	genus
Acanthosyris annonagustata	Acanthosyris	Santalaceae	NM-AM	genus
Acanthosyris asipapote	Acanthosyris	Santalaceae	NM-AM	genus
Acanthosyris falcata	Acanthosyris	Santalaceae	NM-AM	genus
Acanthosyris glabrata	Acanthosyris	Santalaceae	NM-AM	genus
Acanthosyris paulo-alvinii	Acanthosyris	Santalaceae	NM-AM	genus
Acanthosyris spinescens	Acanthosyris	Santalaceae	NM-AM	genus
Acca lanuginosa	Acca	Myrtaceae	AM	genus
Acca macrostema	Acca	Myrtaceae	AM	genus
Feijoa sellowiana	Feijoa	Myrtaceae	AM	species
Acer acuminatum	Acer	Sapindaceae	AM	genus
Acer amplum	Acer	Sapindaceae	AM	genus
Acer albopurpurascens	Acer	Sapindaceae	AM	genus
Acer amamiense	Acer	Sapindaceae	AM	genus
Acer paxii	Acer	Sapindaceae	AM	genus
Acer robustum	Acer	Sapindaceae	AM	genus
Acer argutum	Acer	Sapindaceae	AM	genus
Acer barbinerve	Acer	Sapindaceae	AM	genus
Acer binzayedii	Acer	Sapindaceae	AM	genus
Acer buergerianum	Acer	Sapindaceae	AM	genus
Acer caesium	Acer	Sapindaceae	AM	genus
Acer calcaratum	Acer	Sapindaceae	AM	genus
Acer campbellii	Acer	Sapindaceae	AM	genus
Acer campestre	Acer	Sapindaceae	AM	genus
Acer capillipes	Acer	Sapindaceae	AM	genus
Acer cappadocicum	Acer	Sapindaceae	AM	genus
Acer carpinifolium	Acer	Sapindaceae	AM	genus
Acer caudatum	Acer	Sapindaceae	AM	genus
Acer chiangdaoense	Acer	Sapindaceae	AM	genus
Acer chienii	Acer	Sapindaceae	AM	genus
Acer sinense	Acer	Sapindaceae	AM	genus
Acer chunii	Acer	Sapindaceae	AM	genus
Acer circinatum	Acer	Sapindaceae	AM	genus
Acer cissifolium	Acer	Sapindaceae	AM	genus
Acer confertifolium	Acer	Sapindaceae	AM	genus
Acer cordatum	Acer	Sapindaceae	AM	genus
Acer coriaceifolium	Acer	Sapindaceae	AM	genus
Acer crassum	Acer	Sapindaceae	AM	genus
Acer crataegifolium	Acer	Sapindaceae	AM	genus
Acer davidii	Acer	Sapindaceae	AM	genus
Acer diabolicum	Acer	Sapindaceae	AM	genus
Acer distylum	Acer	Sapindaceae	AM	genus
Acer divergens	Acer	Sapindaceae	AM	genus
Acer duplicatoserratum	Acer	Sapindaceae	AM	genus
Acer elegantulum	Acer	Sapindaceae	AM	genus
Acer erianthum	Acer	Sapindaceae	AM	genus
Acer erythranthum	Acer	Sapindaceae	AM	genus
Acer fabri	Acer	Sapindaceae	AM	genus
Acer fenzelianum	Acer	Sapindaceae	AM	genus
Acer macrophyllum	Acer	Sapindaceae	AM	genus
Acer floridanum	Acer	Sapindaceae	AM	genus
Acer forrestii	Acer	Sapindaceae	AM	genus
Acer longipes	Acer	Sapindaceae	AM	genus
Acer glabrum	Acer	Sapindaceae	AM	genus
Acer gracilifolium	Acer	Sapindaceae	AM	genus
Acer granatense	Acer	Sapindaceae	AM	genus
Acer grandidentatum	Acer	Sapindaceae	AM	genus
Acer griseum	Acer	Sapindaceae	AM	genus
Acer heldreichii	Acer	Sapindaceae	AM	genus
Acer henryi	Acer	Sapindaceae	AM	genus
Acer heptaphlebium	Acer	Sapindaceae	AM	genus
Acer sikkimense	Acer	Sapindaceae	AM	genus
Acer hyrcanum	Acer	Sapindaceae	AM	genus
Acer insulare	Acer	Sapindaceae	AM	genus
Acer iranicum	Acer	Sapindaceae	AM	genus
Acer japonicum	Acer	Sapindaceae	AM	genus
Acer caudatifolium	Acer	Sapindaceae	AM	genus
Acer komarovii	Acer	Sapindaceae	AM	genus
Acer kungshanense	Acer	Sapindaceae	AM	genus
Acer laevigatum	Acer	Sapindaceae	AM	genus
Acer laurinum	Acer	Sapindaceae	AM	genus
Acer laxiflorum	Acer	Sapindaceae	AM	genus
Acer leipoense	Acer	Sapindaceae	AM	genus
Acer leucoderme	Acer	Sapindaceae	AM	genus
Acer lobelii	Acer	Sapindaceae	AM	genus
Acer lucidum	Acer	Sapindaceae	AM	genus
Acer lungshengense	Acer	Sapindaceae	AM	genus
Acer mandshuricum	Acer	Sapindaceae	AM	genus
Acer maximowiczianum	Acer	Sapindaceae	AM	genus
Acer maximowiczii	Acer	Sapindaceae	AM	genus
Acer mazandaranicum	Acer	Sapindaceae	AM	genus
Acer metcalfii	Acer	Sapindaceae	AM	genus
Acer miaoshanicum	Acer	Sapindaceae	AM	genus
Acer miaotaiense	Acer	Sapindaceae	AM	genus
Acer micranthum	Acer	Sapindaceae	AM	genus
Acer miyabei	Acer	Sapindaceae	AM	genus
Acer monspessulanum	Acer	Sapindaceae	AM	genus
Acer morifolium	Acer	Sapindaceae	AM	genus
Acer negundo	Acer	Sapindaceae	AM	genus
Acer nigrum	Acer	Sapindaceae	AM	genus
Acer nipponicum	Acer	Sapindaceae	AM	genus
Acer oblongum	Acer	Sapindaceae	AM	genus
Acer obtusifolium	Acer	Sapindaceae	AM	genus
Acer okamotoanum	Acer	Sapindaceae	AM	genus
Acer oligocarpum	Acer	Sapindaceae	AM	genus
Acer oliverianum	Acer	Sapindaceae	AM	genus
Acer opalus	Acer	Sapindaceae	AM	genus
Acer palmatum	Acer	Sapindaceae	AM	genus
Acer pauciflorum	Acer	Sapindaceae	AM	genus
Acer pectinatum	Acer	Sapindaceae	AM	genus
Acer pensylvanicum	Acer	Sapindaceae	AM	genus
Acer pentaphyllum	Acer	Sapindaceae	AM	genus
Acer pentapomicum	Acer	Sapindaceae	AM	genus
Acer pictum	Acer	Sapindaceae	AM	genus
Acer pilosum	Acer	Sapindaceae	AM	genus
Acer pinnatinervium	Acer	Sapindaceae	AM	genus
Acer platanoides	Acer	Sapindaceae	AM	genus
Acer poliophyllum	Acer	Sapindaceae	AM	genus
Acer pseudoplatanus	Acer	Sapindaceae	AM	genus
Acer pseudosieboldianum	Acer	Sapindaceae	AM	genus
Acer pseudowilsonii	Acer	Sapindaceae	AM	genus
Acer pycnanthum	Acer	Sapindaceae	AM	genus
Acer rubescens	Acer	Sapindaceae	AM	genus
Acer rubrum	Acer	Sapindaceae	AM	genus
Acer rufinerve	Acer	Sapindaceae	AM	genus
Acer saccharinum	Acer	Sapindaceae	AM	genus
Acer saccharum	Acer	Sapindaceae	AM	genus
Acer sempervirens	Acer	Sapindaceae	AM	genus
Acer serrulatum	Acer	Sapindaceae	AM	genus
Acer shenkanense	Acer	Sapindaceae	AM	genus
Acer shihweii	Acer	Sapindaceae	AM	genus
Acer shirasawanum	Acer	Sapindaceae	AM	genus
Acer sieboldianum	Acer	Sapindaceae	AM	genus
Acer sino-oblongum	Acer	Sapindaceae	AM	genus
Acer sinopurpurascens	Acer	Sapindaceae	AM	genus
Acer skutchii	Acer	Sapindaceae	AM	genus
Acer sosnowskyi	Acer	Sapindaceae	AM	genus
Acer spicatum	Acer	Sapindaceae	AM	genus
Acer stachyophyllum	Acer	Sapindaceae	AM	genus
Acer sterculiaceum	Acer	Sapindaceae	AM	genus
Acer sutchuenense	Acer	Sapindaceae	AM	genus
Acer sycopseoides	Acer	Sapindaceae	AM	genus
Acer tataricum	Acer	Sapindaceae	AM	genus
Acer tegmentosum	Acer	Sapindaceae	AM	genus
Acer tenellum	Acer	Sapindaceae	AM	genus
Acer tenuifolium	Acer	Sapindaceae	AM	genus
Acer thomsonii	Acer	Sapindaceae	AM	genus
Acer tibetense	Acer	Sapindaceae	AM	genus
Acer tonkinense	Acer	Sapindaceae	AM	genus
Acer triflorum	Acer	Sapindaceae	AM	genus
Acer truncatum	Acer	Sapindaceae	AM	genus
Acer tschonoskii	Acer	Sapindaceae	AM	genus
Acer tsinglingense	Acer	Sapindaceae	AM	genus
Acer turkestanicum	Acer	Sapindaceae	AM	genus
Acer tutcheri	Acer	Sapindaceae	AM	genus
Acer ukurunduense	Acer	Sapindaceae	AM	genus
Acer undulatum	Acer	Sapindaceae	AM	genus
Acer velutinum	Acer	Sapindaceae	AM	genus
Acer wangchii	Acer	Sapindaceae	AM	genus
Acer wardii	Acer	Sapindaceae	AM	genus
Acer wilsonii	Acer	Sapindaceae	AM	genus
Acer yangbiense	Acer	Sapindaceae	AM	genus
Acer yinkunii	Acer	Sapindaceae	AM	genus
Acer yui	Acer	Sapindaceae	AM	genus
Aceratium archboldianum	Aceratium	Elaeocarpaceae	AM	genus
Aceratium brassii	Aceratium	Elaeocarpaceae	AM	genus
Aceratium concinnum	Aceratium	Elaeocarpaceae	AM	genus
Aceratium doggrellii	Aceratium	Elaeocarpaceae	AM	genus
Aceratium ferrugineum	Aceratium	Elaeocarpaceae	AM	genus
Aceratium hypoleucum	Aceratium	Elaeocarpaceae	AM	genus
Aceratium ledermannii	Aceratium	Elaeocarpaceae	AM	genus
Aceratium megalospermum	Aceratium	Elaeocarpaceae	AM	genus
Aceratium muellerianum	Aceratium	Elaeocarpaceae	AM	genus
Aceratium oppositifolium	Aceratium	Elaeocarpaceae	AM	genus
Aceratium pachypetalum	Aceratium	Elaeocarpaceae	AM	genus
Aceratium parvifolium	Aceratium	Elaeocarpaceae	AM	genus
Aceratium pittosporoides	Aceratium	Elaeocarpaceae	AM	genus
Aceratium sericeum	Aceratium	Elaeocarpaceae	AM	genus
Aceratium sericoleopsis	Aceratium	Elaeocarpaceae	AM	genus
Aceratium sinuatum	Aceratium	Elaeocarpaceae	AM	genus
Aceratium sphaerocarpum	Aceratium	Elaeocarpaceae	AM	genus
Aceratium tomentosum	Aceratium	Elaeocarpaceae	AM	genus
Achatocarpus gracilis	Achatocarpus	Achatocarpaceae	EcM-AM	genus
Achatocarpus hasslerianus	Achatocarpus	Achatocarpaceae	EcM-AM	genus
Achatocarpus microcarpus	Achatocarpus	Achatocarpaceae	EcM-AM	genus
Achatocarpus nigricans	Achatocarpus	Achatocarpaceae	EcM-AM	genus
Achatocarpus pubescens	Achatocarpus	Achatocarpaceae	EcM-AM	genus
Achatocarpus praecox	Achatocarpus	Achatocarpaceae	EcM-AM	genus
Achilleanthus megacarpus	Achilleanthus	Rubiaceae	AM	family
Achilleanthus novobrittaniensis	Achilleanthus	Rubiaceae	AM	family
Achilleanthus schmutzii	Achilleanthus	Rubiaceae	AM	family
Achilleanthus smithii	Achilleanthus	Rubiaceae	AM	family
Achyranthes arborescens	Achyranthes	Amaranthaceae	NM-AM	genus
Achyranthes mangarevica	Achyranthes	Amaranthaceae	NM-AM	genus
Achyranthes marchionica	Achyranthes	Amaranthaceae	NM-AM	genus
Acidocroton madrigalensis	Acidocroton	Euphorbiaceae	AM	genus
Acidocroton verrucosus	Acidocroton	Euphorbiaceae	AM	genus
Acioa dolichopoda	Acioa	Chrysobalanaceae	AM	genus
Acioa edulis	Acioa	Chrysobalanaceae	AM	genus
Acioa guianensis	Acioa	Chrysobalanaceae	AM	genus
Acioa longipendula	Acioa	Chrysobalanaceae	AM	genus
Acioa schultesii	Acioa	Chrysobalanaceae	AM	genus
Acioa somnolens	Acioa	Chrysobalanaceae	AM	genus
Ackama australiensis	Ackama	Cunoniaceae	AM	genus
Ackama nubicola	Ackama	Cunoniaceae	AM	genus
Ackama paniculosa	Ackama	Cunoniaceae	AM	genus
Ackama rosifolia	Ackama	Cunoniaceae	AM	genus
Acmanthera cowanii	Acmanthera	Malpighiaceae	AM	genus
Acmanthera duckei	Acmanthera	Malpighiaceae	AM	genus
Acmanthera fernandesii	Acmanthera	Malpighiaceae	AM	genus
Acmanthera latifolia	Acmanthera	Malpighiaceae	AM	genus
Acmanthera longifolia	Acmanthera	Malpighiaceae	AM	genus
Acmanthera minima	Acmanthera	Malpighiaceae	AM	genus
Acmanthera parviflora	Acmanthera	Malpighiaceae	AM	genus
Acmopyle pancheri	Acmopyle	Podocarpaceae	AM	genus
Acmopyle sahniana	Acmopyle	Podocarpaceae	AM	genus
Iochroma arborescens	Iochroma	Solanaceae	AM	genus
Acoelorraphe wrightii	Acoelorraphe	Arecaceae	AM	genus
Acokanthera laevigata	Acokanthera	Apocynaceae	AM	genus
Acokanthera oblongifolia	Acokanthera	Apocynaceae	AM	genus
Acokanthera oppositifolia	Acokanthera	Apocynaceae	AM	genus
Acokanthera rotundata	Acokanthera	Apocynaceae	AM	genus
Acokanthera schimperi	Acokanthera	Apocynaceae	AM	genus
Acosmium cardenasii	Acosmium	Fabaceae	AM	genus
Acosmium diffusissimum	Acosmium	Fabaceae	AM	genus
Acosmium lentiscifolium	Acosmium	Fabaceae	AM	genus
Acradenia euodiiformis	Acradenia	Rutaceae	AM	genus
Acranthera athroophlebia	Acranthera	Rubiaceae	AM	genus
Acridocarpus austrocaledonicus	Acridocarpus	Malpighiaceae	AM	genus
Acridocarpus excelsus	Acridocarpus	Malpighiaceae	AM	genus
Acridocarpus humbertii	Acridocarpus	Malpighiaceae	AM	genus
Acridocarpus katangensis	Acridocarpus	Malpighiaceae	AM	genus
Acridocarpus macrocalyx	Acridocarpus	Malpighiaceae	AM	genus
Acridocarpus natalitius	Acridocarpus	Malpighiaceae	AM	genus
Acridocarpus perrieri	Acridocarpus	Malpighiaceae	AM	genus
Acridocarpus plagiopterus	Acridocarpus	Malpighiaceae	AM	genus
Acridocarpus socotranus	Acridocarpus	Malpighiaceae	AM	genus
Acridocarpus spectabilis	Acridocarpus	Malpighiaceae	AM	genus
Acritopappus buiquensis	Acritopappus	Asteraceae	AM	genus
Acritopappus catolesensis	Acritopappus	Asteraceae	AM	genus
Acritopappus confertus	Acritopappus	Asteraceae	AM	genus
Acritopappus connatifolius	Acritopappus	Asteraceae	AM	genus
Acritopappus harleyi	Acritopappus	Asteraceae	AM	genus
Acritopappus heterolepis	Acritopappus	Asteraceae	AM	genus
Acritopappus irwinii	Acritopappus	Asteraceae	AM	genus
Acritopappus pereirae	Acritopappus	Asteraceae	AM	genus
Acritopappus pintoi	Acritopappus	Asteraceae	AM	genus
Acritopappus prunifolius	Acritopappus	Asteraceae	AM	genus
Acritopappus subtomentosus	Acritopappus	Asteraceae	AM	genus
Acritopappus teixeirae	Acritopappus	Asteraceae	AM	genus
Acrocarpus fraxinifolius	Acrocarpus	Fabaceae	AM	genus
Acrocomia aculeata	Acrocomia	Arecaceae	AM	genus
Acrocomia crispa	Acrocomia	Arecaceae	AM	genus
Acrocomia intumescens	Acrocomia	Arecaceae	AM	genus
Acrocomia totai	Acrocomia	Arecaceae	AM	genus
Acronychia aberrans	Acronychia	Rutaceae	AM	genus
Acronychia acidula	Acronychia	Rutaceae	AM	genus
Acronychia acronychioides	Acronychia	Rutaceae	AM	genus
Acronychia acuminata	Acronychia	Rutaceae	AM	genus
Acronychia baeuerlenii	Acronychia	Rutaceae	AM	genus
Acronychia carrii	Acronychia	Rutaceae	AM	genus
Acronychia cartilaginea	Acronychia	Rutaceae	AM	genus
Acronychia chooreechillum	Acronychia	Rutaceae	AM	genus
Acronychia crassipetala	Acronychia	Rutaceae	AM	genus
Acronychia cuspidata	Acronychia	Rutaceae	AM	genus
Acronychia dimorphocalyx	Acronychia	Rutaceae	AM	genus
