family	genus	scientific_name	mycorrhizal_type
Meliaceae	Didymocheton	Didymocheton bijugus	AM
Myrtaceae	Eucalyptus	Eucalyptus bunyip	EcM
Fabaceae	Acacia	Acacia pedleyi	EcM-AM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus thelmae	AM
Malvaceae	Abutilon	Abutilon densiflorum	AM
Myrtaceae	Syzygium	Syzygium corynanthum	AM
Sapindaceae	Atalaya	Atalaya collina	AM
Fabaceae	Acacia	Acacia minniritchi	EcM-AM
Meliaceae	Xylocarpus	Xylocarpus rumphii	AM
Fabaceae	Acacia	Acacia pubicosta	EcM-AM
Myrtaceae	Melaleuca	Melaleuca atroviridis	EcM-AM
Sapindaceae	Dodonaea	Dodonaea inaequifolia	AM
Moraceae	Ficus	Ficus granatum	AM
Myrtaceae	Eucalyptus	Eucalyptus ewartiana	EcM
Myrtaceae	Syzygium	Syzygium wilsonii	AM
Combretaceae	Terminalia	Terminalia catappa	AM
Lauraceae	Endiandra	Endiandra bessaphila	AM
Fabaceae	Acacia	Acacia wilcoxii	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus erythrocorys	EcM
Fabaceae	Sophora	Sophora tetraptera	AM
Rutaceae	Bosistoa	Bosistoa medicinalis	AM
Fabaceae	Acacia	Acacia ampliceps	EcM-AM
Fabaceae	Acacia	Acacia melvillei	EcM-AM
Thymelaeaceae	Lethedon	Lethedon setosa	AM
Rubiaceae	Cyclophyllum	Cyclophyllum multiflorum	AM
Rubiaceae	Gardenia	Gardenia tessellaris	AM
Fabaceae	Archidendron	Archidendron hirsutum	AM
Proteaceae	Hakea	Hakea propinqua	NM
Myrtaceae	Eucalyptus	Eucalyptus newbeyi	EcM
Myrtaceae	Eucalyptus	Eucalyptus ordiana	EcM
Fabaceae	Acacia	Acacia kempeana	EcM-AM
Lauraceae	Neolitsea	Neolitsea zeylanica	AM
Primulaceae	Myrsine	Myrsine serpenticola	AM
Myrtaceae	Eucalyptus	Eucalyptus rupestris	EcM
Myrtaceae	Corymbia	Corymbia pachycarpa	EcM
Atherospermataceae	Daphnandra	Daphnandra johnsonii	AM
Arecaceae	Pinanga	Pinanga gracilis	AM
Pinaceae	Pinus	Pinus clausa	EcM
Malvaceae	Pseudobombax	Pseudobombax septenatum	AM
Malvaceae	Brachychiton	Brachychiton viscidulus	AM
Myrtaceae	Corymbia	Corymbia umbonata	EcM
Fabaceae	Acacia	Acacia leiocalyx	EcM-AM
Myrtaceae	Neofabricia	Neofabricia myrtifolia	EcM-AM
Rubiaceae	Atractocarpus	Atractocarpus benthamianus	NM-AM
Pandanaceae	Pandanus	Pandanus rheophilus	NM-AM
Myrtaceae	Rhodamnia	Rhodamnia sessiliflora	AM
Cupressaceae	Hesperocyparis	Hesperocyparis goveniana	AM
Myrtaceae	Eucalyptus	Eucalyptus perriniana	EcM
Picrodendraceae	Austrobuxus	Austrobuxus megacarpus	AM
Corynocarpaceae	Corynocarpus	Corynocarpus rupestris	AM
Cycadaceae	Cycas	Cycas conferta	AM
Myrtaceae	Syzygium	Syzygium eucalyptoides	AM
Primulaceae	Myrsine	Myrsine platystigma	AM
Myrtaceae	Eucalyptus	Eucalyptus parvula	EcM
Myrtaceae	Eucalyptus	Eucalyptus captiosa	EcM
Balanopaceae	Balanops	Balanops australiana	AM
Myrtaceae	Asteromyrtus	Asteromyrtus symphyocarpa	EcM-AM
Fabaceae	Acacia	Acacia trinervata	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus buprestium	EcM
Fabaceae	Acacia	Acacia celastrifolia	EcM-AM
Capparaceae	Morisonia	Morisonia angustifolia	AM
Rosaceae	Crataegus	Crataegus phaenopyrum	AM
Anisophylleaceae	Anisophyllea	Anisophyllea disticha	AM
Fabaceae	Dendrolobium	Dendrolobium arbuscula	AM
Proteaceae	Banksia	Banksia grandis	NM
Myrtaceae	Eucalyptus	Eucalyptus baxteri	EcM
Myrtaceae	Eucalyptus	Eucalyptus proxima	EcM
Rutaceae	Pitaviaster	Pitaviaster haplophyllus	AM
Elaeocarpaceae	Sloanea	Sloanea macbrydei	AM
Capparaceae	Capparis	Capparis lucida	AM
Sapindaceae	Atalaya	Atalaya calcicola	AM
Myrtaceae	Eucalyptus	Eucalyptus rodwayi	EcM
Malvaceae	Phymosia	Phymosia rosea	AM
Rubiaceae	Ixora	Ixora finlaysoniana	AM
Myrtaceae	Corymbia	Corymbia dallachiana	EcM
Fabaceae	Acacia	Acacia anfractuosa	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus insularis	EcM
Fabaceae	Gastrolobium	Gastrolobium spectabile	EcM-AM
Fabaceae	Acacia	Acacia jensenii	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus campanulata	EcM
Fabaceae	Acacia	Acacia victoriae	EcM-AM
Euphorbiaceae	Mallotus	Mallotus nesophilus	AM
Rutaceae	Flindersia	Flindersia collina	AM
Asparagaceae	Cordyline	Cordyline banksii	AM
Cycadaceae	Cycas	Cycas furfuracea	AM
Santalaceae	Exocarpos	Exocarpos homalocladus	NM-AM
Rubiaceae	Psydrax	Psydrax oleifolius	AM
Lauraceae	Cryptocarya	Cryptocarya smaragdina	AM
Sapindaceae	Diploglottis	Diploglottis macrantha	AM
Gnetaceae	Gnetum	Gnetum gnemon	EcM
Myrtaceae	Eucalyptus	Eucalyptus verrucata	EcM
Rutaceae	Flindersia	Flindersia bourjotiana	AM
Fabaceae	Acacia	Acacia resinimarginea	EcM-AM
Myrtaceae	Pilidiostigma	Pilidiostigma sessile	AM
Myrtaceae	Eucalyptus	Eucalyptus cajuputea	EcM
Euphorbiaceae	Croton	Croton magneticus	AM
Myrtaceae	Corymbia	Corymbia aureola	EcM
Fabaceae	Streblorrhiza	Streblorrhiza speciosa	AM
Myrtaceae	Eucalyptus	Eucalyptus tetraptera	EcM
Pinaceae	Cedrus	Cedrus deodara	EcM
Monimiaceae	Kibara	Kibara coriacea	AM
Fabaceae	Acacia	Acacia strongylophylla	EcM-AM
Rutaceae	Acronychia	Acronychia parviflora	AM
Arecaceae	Livistona	Livistona leichhardtii	AM
Combretaceae	Terminalia	Terminalia arostrata	AM
Malvaceae	Commersonia	Commersonia macrostipulata	AM
Myrtaceae	Eucalyptus	Eucalyptus kondininensis	EcM
Cupressaceae	Callitris	Callitris roei	AM
Myrtaceae	Eucalyptus	Eucalyptus croajingolensis	EcM
Urticaceae	Cecropia	Cecropia peltata	AM
Fabaceae	Acacia	Acacia jibberdingensis	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus foliosa	EcM
Sapotaceae	Sersalisia	Sersalisia unmackiana	AM
Lamiaceae	Gmelina	Gmelina schlechteri	AM
Capparaceae	Crateva	Crateva religiosa	AM
Myrtaceae	Sannantha	Sannantha pluriflora	EcM-AM
Cycadaceae	Cycas	Cycas angulata	AM
Fabaceae	Acacia	Acacia argyrodendron	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus seeana	EcM
Annonaceae	Polyalthia	Polyalthia longirostris	AM
Myrtaceae	Eucalyptus	Eucalyptus glomericassis	EcM
Cycadaceae	Cycas	Cycas maconochiei	AM
Lauraceae	Beilschmiedia	Beilschmiedia elliptica	AM
Fabaceae	Acacia	Acacia mangium	EcM-AM
Myrtaceae	Neofabricia	Neofabricia sericisepala	EcM-AM
Anacardiaceae	Spondias	Spondias dulcis	AM
Paracryphiaceae	Quintinia	Quintinia serrata	AM
Myrtaceae	Eucalyptus	Eucalyptus paludicola	EcM
Anacardiaceae	Rhus	Rhus taitensis	AM
Bixaceae	Cochlospermum	Cochlospermum religiosum	AM
Phyllanthaceae	Actephila	Actephila flavescens	AM
Malvaceae	Gossypium	Gossypium gossypioides	AM
Loganiaceae	Geniostoma	Geniostoma rupestre	AM
Anacardiaceae	Searsia	Searsia tomentosa	AM
Myrtaceae	Xanthostemon	Xanthostemon oppositifolius	EcM-AM
Proteaceae	Stenocarpus	Stenocarpus moorei	NM
Myrtaceae	Sannantha	Sannantha brachypoda	EcM-AM
Sapindaceae	Tristiropsis	Tristiropsis acutangula	AM
Fabaceae	Acacia	Acacia caerulescens	EcM-AM
Primulaceae	Myrsine	Myrsine achradifolia	AM
Rutaceae	Flindersia	Flindersia laevicarpa	AM
Myrtaceae	Eucalyptus	Eucalyptus glomerosa	EcM
Picrodendraceae	Neoroepera	Neoroepera buxifolia	AM
Myrtaceae	Eucalyptus	Eucalyptus ochrophloia	EcM
Asphodelaceae	Xanthorrhoea	Xanthorrhoea platyphylla	AM
Rutaceae	Murraya	Murraya crenulata	AM
Euphorbiaceae	Mallotus	Mallotus pleiogynus	AM
Myrtaceae	Eucalyptus	Eucalyptus rigidula	EcM
Moraceae	Ficus	Ficus coronulata	AM
Oleaceae	Notelaea	Notelaea venosa	AM
Fabaceae	Acacia	Acacia burrowii	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus deglupta	EcM
Fabaceae	Senegalia	Senegalia chundra	AM
Salicaceae	Casearia	Casearia zeylanica	AM
Rubiaceae	Lasianthus	Lasianthus gardneri	AM
Sapotaceae	Niemeyera	Niemeyera chartacea	AM
Euphorbiaceae	Homalanthus	Homalanthus populifolius	AM
Fabaceae	Senegalia	Senegalia rugata	AM
Fabaceae	Acacia	Acacia kettlewelliae	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus canaliculata	EcM
Malvaceae	Brachychiton	Brachychiton obtusilobus	AM
Myrtaceae	Eucalyptus	Eucalyptus obesa	EcM
Rutaceae	Melicope	Melicope jonesii	AM
Myrtaceae	Corymbia	Corymbia ferruginea	EcM
Phyllanthaceae	Glochidion	Glochidion philippicum	AM
Oleaceae	Olea	Olea paniculata	AM
Myrtaceae	Eucalyptus	Eucalyptus elegans	EcM
Rhizophoraceae	Ceriops	Ceriops pseudodecandra	NM-AM
Fabaceae	Acacia	Acacia petraea	EcM-AM
Meliaceae	Epicharis	Epicharis parasitica	AM
Proteaceae	Xylomelum	Xylomelum cunninghamianum	NM
Fabaceae	Acacia	Acacia scopulorum	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus farinosa	EcM
Pittosporaceae	Auranticarpa	Auranticarpa papyracea	AM
Fabaceae	Acacia	Acacia stereophylla	EcM-AM
Combretaceae	Terminalia	Terminalia supranitifolia	AM
Cannabaceae	Celtis	Celtis timorensis	AM
Sapindaceae	Arytera	Arytera distylis	AM
Myrtaceae	Leptospermum	Leptospermum petersonii	EcM-AM
Bignoniaceae	Handroanthus	Handroanthus impetiginosus	AM
Fabaceae	Acacia	Acacia ensifolia	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus expressa	EcM
Proteaceae	Hakea	Hakea pedunculata	NM
Rubiaceae	Pavetta	Pavetta muelleri	AM
Fabaceae	Dalbergia	Dalbergia ferruginea	AM
Myrtaceae	Eucalyptus	Eucalyptus coronata	EcM
Nothofagaceae	Nothofagus	Nothofagus moorei	EcM
Casuarinaceae	Casuarina	Casuarina glauca	EcM-AM
Clusiaceae	Garcinia	Garcinia mestoni	AM
Myrtaceae	Melaleuca	Melaleuca uncinata	EcM-AM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus bancroftii	AM
Myrtaceae	Melaleuca	Melaleuca stenostachya	EcM-AM
Rutaceae	Melicope	Melicope vitiflora	AM
Lauraceae	Cryptocarya	Cryptocarya rhodosperma	AM
Myrtaceae	Eucalyptus	Eucalyptus misella	EcM
Ulmaceae	Ulmus	Ulmus thomasii	AM
Anacardiaceae	Buchanania	Buchanania mangoides	AM
Fabaceae	Acacia	Acacia subtilinervis	EcM-AM
Lauraceae	Litsea	Litsea ferruginea	AM
Myrtaceae	Syzygium	Syzygium buettnerianum	AM
Sapotaceae	Planchonella	Planchonella asterocarpon	AM
Monimiaceae	Mollinedia	Mollinedia maxima	AM
Oleaceae	Ligustrum	Ligustrum glomeratum	AM
Apocynaceae	Ochrosia	Ochrosia ackeringae	AM
Fabaceae	Acacia	Acacia wardellii	EcM-AM
Pittosporaceae	Auranticarpa	Auranticarpa rhombifolia	AM
Rosaceae	Prunus	Prunus turneriana	AM
Malvaceae	Brachychiton	Brachychiton tridentatus	AM
Myrtaceae	Eucalyptus	Eucalyptus cephalocarpa	EcM
Myrtaceae	Eucalyptus	Eucalyptus calcareana	EcM
Annonaceae	Meiogyne	Meiogyne trichocarpa	AM
Myrtaceae	Eucalyptus	Eucalyptus brookeriana	EcM
Myrtaceae	Eucalyptus	Eucalyptus kabiana	EcM
Berberidaceae	Berberis	Berberis oiwakensis	AM
Rubiaceae	Cyclophyllum	Cyclophyllum brevipes	AM
Myrtaceae	Melaleuca	Melaleuca cuticularis	EcM-AM
Malvaceae	Eriotheca	Eriotheca candolleana	AM
Rhamnaceae	Ventilago	Ventilago viminalis	AM
Moraceae	Ficus	Ficus mollis	AM
Nyctaginaceae	Pisonia	Pisonia aculeata	AM
Ebenaceae	Diospyros	Diospyros yandina	AM
Myrtaceae	Eucalyptus	Eucalyptus ophitica	EcM
Myrtaceae	Backhousia	Backhousia hughesii	EcM-AM
Asparagaceae	Cordyline	Cordyline manners-suttoniae	AM
Pandanaceae	Pandanus	Pandanus utilis	NM-AM
Nothofagaceae	Nothofagus	Nothofagus gunnii	EcM
Asphodelaceae	Xanthorrhoea	Xanthorrhoea drummondii	AM
Malvaceae	Androcalva	Androcalva rossii	AM
Fabaceae	Acacia	Acacia sibilans	EcM-AM
Cupressaceae	Athrotaxis	Athrotaxis cupressoides	AM
Lauraceae	Beilschmiedia	Beilschmiedia brunnea	AM
Euphorbiaceae	Macaranga	Macaranga polyadenia	AM
Fabaceae	Vachellia	Vachellia ditricha	AM
Lauraceae	Cryptocarya	Cryptocarya macdonaldii	AM
Meliaceae	Didymocheton	Didymocheton mollissimus	AM
Myrtaceae	Eucalyptus	Eucalyptus houseana	EcM
Phyllanthaceae	Cleistanthus	Cleistanthus hylandii	AM
Euphorbiaceae	Tritaxis	Tritaxis australiensis	AM
Myrtaceae	Syzygium	Syzygium hodgkinsoniae	AM
Fabaceae	Ormosia	Ormosia ormondii	AM
Lauraceae	Endiandra	Endiandra discolor	AM
Fabaceae	Acacia	Acacia donaldsonii	EcM-AM
Myrtaceae	Eugenia	Eugenia monticola	AM
Picrodendraceae	Austrobuxus	Austrobuxus nitidus	AM
Fabaceae	Acacia	Acacia georgensis	EcM-AM
Boraginaceae	Cordia	Cordia aspera	NM-AM
Moraceae	Antiaris	Antiaris toxicaria	AM
Myrtaceae	Eucalyptus	Eucalyptus astringens	EcM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus foveolatus	AM
Fabaceae	Muellera	Muellera montana	AM
Combretaceae	Terminalia	Terminalia latipes	AM
Myrtaceae	Eucalyptus	Eucalyptus baiophylla	EcM
Primulaceae	Myrsine	Myrsine ireneae	AM
Malvaceae	Grewia	Grewia laevigata	AM
Myrtaceae	Rhodamnia	Rhodamnia glauca	AM
Fabaceae	Acacia	Acacia olgana	EcM-AM
Myrtaceae	Xanthostemon	Xanthostemon eucalyptoides	EcM-AM
Phyllanthaceae	Bridelia	Bridelia ovata	AM
Burseraceae	Canarium	Canarium indicum	AM
Myrtaceae	Eucalyptus	Eucalyptus granitica	EcM
Dilleniaceae	Dillenia	Dillenia retusa	AM
Fabaceae	Acacia	Acacia jasperensis	EcM-AM
Cornaceae	Alangium	Alangium vitiense	AM
Sapotaceae	Madhuca	Madhuca coriacea	AM
Myrtaceae	Eucalyptus	Eucalyptus silvestris	EcM
Myrtaceae	Eucalyptus	Eucalyptus desmondensis	EcM
Burseraceae	Canarium	Canarium australasicum	AM
Myrtaceae	Eucalyptus	Eucalyptus alligatrix	EcM
Casuarinaceae	Casuarina	Casuarina equisetifolia	EcM-AM
Fabaceae	Acacia	Acacia glaucocarpa	EcM-AM
Proteaceae	Hakea	Hakea archaeoides	NM
Fabaceae	Senna	Senna atomaria	AM
Phyllanthaceae	Cleistanthus	Cleistanthus apodus	AM
Anacardiaceae	Buchanania	Buchanania obovata	AM
Proteaceae	Xylomelum	Xylomelum occidentale	NM
Stemonuraceae	Gomphandra	Gomphandra tetrandra	AM
Myrtaceae	Eucalyptus	Eucalyptus ecostata	EcM
Myrtaceae	Eucalyptus	Eucalyptus stricklandii	EcM
Casuarinaceae	Allocasuarina	Allocasuarina tessellata	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus molyneuxii	EcM
Myrtaceae	Eucalyptus	Eucalyptus wubinensis	EcM
Arecaceae	Livistona	Livistona eastonii	AM
Capparaceae	Capparis	Capparis loranthifolia	AM
Lecythidaceae	Gustavia	Gustavia verticillata	AM
Rubiaceae	Hodgkinsonia	Hodgkinsonia ovatiflora	AM
Apocynaceae	Alstonia	Alstonia scholaris	AM
Fabaceae	Virgilia	Virgilia oroboides	AM
Myrtaceae	Eugenia	Eugenia inundata	AM
Proteaceae	Hakea	Hakea megadenia	NM
Fabaceae	Acacia	Acacia pentadenia	EcM-AM
Myrtaceae	Gossia	Gossia byrnesii	AM
Rubiaceae	Cyclophyllum	Cyclophyllum protractum	AM
Lamiaceae	Vitex	Vitex macrofoliola	AM
Picrodendraceae	Whyanbeelia	Whyanbeelia terrae-reginae	AM
Proteaceae	Helicia	Helicia glabriflora	NM
Myrtaceae	Eucalyptus	Eucalyptus tricarpa	EcM
Fabaceae	Acacia	Acacia palustris	EcM-AM
Lauraceae	Cryptocarya	Cryptocarya nova-anglica	AM
Myrtaceae	Eucalyptus	Eucalyptus umbra	EcM
Proteaceae	Lomatia	Lomatia polymorpha	NM
Myrtaceae	Eucalyptus	Eucalyptus herbertiana	EcM
Proteaceae	Hakea	Hakea chordophylla	NM
Fabaceae	Desmodium	Desmodium cinereum	AM
Cycadaceae	Cycas	Cycas calcicola	AM
Picrodendraceae	Sankowskya	Sankowskya stipularis	AM
Sapotaceae	Sersalisia	Sersalisia obpyriformis	AM
Solanaceae	Solanum	Solanum melissarum	AM
Lauraceae	Endiandra	Endiandra jonesii	AM
Phyllanthaceae	Margaritaria	Margaritaria indica	AM
Myrtaceae	Corymbia	Corymbia gilbertensis	EcM
Myrtaceae	Eucalyptus	Eucalyptus vokesensis	EcM
Fabaceae	Acacia	Acacia parvipinnula	EcM-AM
Malvaceae	Brachychiton	Brachychiton acuminatus	AM
Myrtaceae	Melaleuca	Melaleuca preissiana	EcM-AM
Boraginaceae	Ehretia	Ehretia timorensis	NM-AM
Moraceae	Ficus	Ficus subpuberula	AM
Arecaceae	Chambeyronia	Chambeyronia macrocarpa	AM
Myrtaceae	Eucalyptus	Eucalyptus multicaulis	EcM
Myristicaceae	Myristica	Myristica lancifolia	AM
Aquifoliaceae	Ilex	Ilex arnhemensis	AM
Myrtaceae	Eucalyptus	Eucalyptus brockwayi	EcM
Malvaceae	Sterculia	Sterculia holtzei	AM
Myrtaceae	Eucalyptus	Eucalyptus exigua	EcM
Rubiaceae	Scyphiphora	Scyphiphora hydrophylacea	AM
Lecythidaceae	Planchonia	Planchonia rupestris	AM
Fabaceae	Acacia	Acacia exigua	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus forrestiana	EcM
Lauraceae	Endiandra	Endiandra collinsii	AM
Fabaceae	Acacia	Acacia loderi	EcM-AM
Fabaceae	Acacia	Acacia synoria	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus diversicolor	EcM
Myrtaceae	Eucalyptus	Eucalyptus orthostemon	EcM
Myrtaceae	Eucalyptus	Eucalyptus largeana	EcM
Euphorbiaceae	Acalypha	Acalypha lyonsii	AM
Proteaceae	Persoonia	Persoonia amaliae	NM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus arnhemicus	AM
Myrtaceae	Eucalyptus	Eucalyptus ceracea	EcM
Chrysobalanaceae	Parinari	Parinari costata	AM
Myrtaceae	Eucalyptus	Eucalyptus yalatensis	EcM
Myrtaceae	Eucalyptus	Eucalyptus albida	EcM
Rutaceae	Geijera	Geijera linearifolia	AM
Cardiopteridaceae	Citronella	Citronella moorei	AM
Moraceae	Ficus	Ficus variegata	AM
Malvaceae	Brachychiton	Brachychiton megaphyllus	AM
Myrtaceae	Syzygium	Syzygium monimioides	AM
Lauraceae	Litsea	Litsea leefeana	AM
Fabaceae	Acacia	Acacia ausfeldii	EcM-AM
Myrtaceae	Syncarpia	Syncarpia hillii	EcM-AM
Loganiaceae	Geniostoma	Geniostoma petiolosum	AM
Myrtaceae	Eucalyptus	Eucalyptus terebra	EcM
Sapindaceae	Mischarytera	Mischarytera macrobotrys	AM
Fabaceae	Acacia	Acacia cangaiensis	EcM-AM
Arecaceae	Calyptrocalyx	Calyptrocalyx flabellatus	AM
Fabaceae	Acacia	Acacia jennerae	EcM-AM
Fabaceae	Acacia	Acacia solenota	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus peninsularis	EcM
Proteaceae	Persoonia	Persoonia adenantha	NM
Myrtaceae	Eucalyptus	Eucalyptus nandewarica	EcM
Primulaceae	Myrsine	Myrsine kimberleyensis	AM
Myrtaceae	Eucalyptus	Eucalyptus beyeri	EcM
Proteaceae	Grevillea	Grevillea baileyana	NM
Myrtaceae	Syzygium	Syzygium puberulum	AM
Fabaceae	Acacia	Acacia oxycedrus	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus fastigata	EcM
Myrtaceae	Eucalyptus	Eucalyptus recta	EcM
Euphorbiaceae	Omphalea	Omphalea celata	AM
Rubiaceae	Guettarda	Guettarda speciosa	AM
Lauraceae	Cryptocarya	Cryptocarya lividula	AM
Myrtaceae	Melaleuca	Melaleuca strobophylla	EcM-AM
Fabaceae	Acacia	Acacia saliciformis	EcM-AM
Myrtaceae	Corymbia	Corymbia pauciseta	EcM
Myrtaceae	Eucalyptus	Eucalyptus interstans	EcM
Burseraceae	Canarium	Canarium hirsutum	AM
Fabaceae	Dendrolobium	Dendrolobium quinquepetalum	AM
Myrtaceae	Eucalyptus	Eucalyptus alba	EcM
Meliaceae	Aglaia	Aglaia meridionalis	AM
Pinaceae	Picea	Picea glauca	EcM
Rutaceae	Acronychia	Acronychia pauciflora	AM
Myrtaceae	Melaleuca	Melaleuca fluviatilis	EcM-AM
Sapotaceae	Palaquium	Palaquium sukoei	AM
Proteaceae	Hakea	Hakea ochroptera	NM
Rutaceae	Zanthoxylum	Zanthoxylum clava-herculis	AM
Fabaceae	Acacia	Acacia anthochaera	EcM-AM
Rutaceae	Medicosma	Medicosma fareana	AM
Fabaceae	Acacia	Acacia dolichophylla	EcM-AM
Rhamnaceae	Rhamnus	Rhamnus napalensis	AM
Bignoniaceae	Dolichandrone	Dolichandrone spathacea	AM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus eumundi	AM
Proteaceae	Stenocarpus	Stenocarpus verticis	NM
Annonaceae	Miliusa	Miliusa traceyi	AM
Malvaceae	Grewia	Grewia multiflora	AM
Thymelaeaceae	Phaleria	Phaleria macrocarpa	AM
Asparagaceae	Dracaena	Dracaena reflexa	NM-AM
Fabaceae	Acacia	Acacia leeuweniana	EcM-AM
Symplocaceae	Symplocos	Symplocos paucistaminea	AM
Proteaceae	Triunia	Triunia montana	NM
Gesneriaceae	Negria	Negria rhabdothamnoides	AM
Fabaceae	Sophora	Sophora tomentosa	AM
Fabaceae	Acacia	Acacia ayersiana	EcM-AM
Myrtaceae	Rhodomyrtus	Rhodomyrtus pervagata	AM
Ericaceae	Rhododendron	Rhododendron lochae	ErM
Pittosporaceae	Pittosporum	Pittosporum spinescens	AM
Euphorbiaceae	Mallotus	Mallotus megadontus	AM
Proteaceae	Opisthiolepis	Opisthiolepis heterophylla	NM
Rutaceae	Citrus	Citrus japonica	AM
Malvaceae	Ungeria	Ungeria floribunda	AM
Fabaceae	Acacia	Acacia havilandiorum	EcM-AM
Myrtaceae	Verticordia	Verticordia cunninghamii	AM
Proteaceae	Hicksbeachia	Hicksbeachia pilosa	NM
Myrtaceae	Melaleuca	Melaleuca acutifolia	EcM-AM
Sapindaceae	Guioa	Guioa coriacea	AM
Lauraceae	Endiandra	Endiandra insignis	AM
Arecaceae	Archontophoenix	Archontophoenix purpurea	AM
Cunoniaceae	Spiraeanthemum	Spiraeanthemum davidsonii	AM
Calophyllaceae	Calophyllum	Calophyllum caledonicum	AM
Sapindaceae	Cupaniopsis	Cupaniopsis diploglottoides	AM
Phyllanthaceae	Breynia	Breynia vitis-idaea	AM
Myrtaceae	Syzygium	Syzygium arenitense	AM
Fabaceae	Acacia	Acacia frigescens	EcM-AM
Simaroubaceae	Samadera	Samadera baileyana	AM
Fabaceae	Butea	Butea monosperma	AM
Euphorbiaceae	Croton	Croton insularis	AM
Apocynaceae	Alyxia	Alyxia magnifolia	NM-AM
Proteaceae	Banksia	Banksia borealis	NM
Monimiaceae	Steganthera	Steganthera hirsuta	AM
Proteaceae	Lasjia	Lasjia claudiensis	NM
Fabaceae	Acacia	Acacia intorta	EcM-AM
Apocynaceae	Rauvolfia	Rauvolfia verticillata	AM
Fabaceae	Acacia	Acacia mimula	EcM-AM
Proteaceae	Floydia	Floydia praealta	NM
Santalaceae	Santalum	Santalum murrayanum	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus castrensis	EcM
Rosaceae	Cotoneaster	Cotoneaster frigidus	AM
Fabaceae	Gastrolobium	Gastrolobium ferrugineum	EcM-AM
Fabaceae	Albizia	Albizia carrii	AM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus williamsianus	AM
Rubiaceae	Ixora	Ixora javanica	AM
Proteaceae	Hakea	Hakea macrorrhyncha	NM
Fabaceae	Senna	Senna costata	AM
Myrtaceae	Corymbia	Corymbia chartacea	EcM
Myrtaceae	Syzygium	Syzygium gustavioides	AM
Euphorbiaceae	Croton	Croton wassi-kussae	AM
Rubiaceae	Gardenia	Gardenia kakaduensis	AM
Pentaphylacaceae	Ternstroemia	Ternstroemia cherryi	AM
Acanthaceae	Justicia	Justicia spicigera	NM-AM
Fabaceae	Acacia	Acacia lacertensis	EcM-AM
Rubiaceae	Singaporandia	Singaporandia macrophylla	AM
Cupressaceae	Callitris	Callitris verrucosa	AM
Araucariaceae	Wollemia	Wollemia nobilis	AM
Arecaceae	Cryosophila	Cryosophila nana	AM
Sapindaceae	Ganophyllum	Ganophyllum falcatum	AM
Malvaceae	Pterygota	Pterygota brasiliensis	AM
Symplocaceae	Symplocos	Symplocos crassiramifera	AM
Myrtaceae	Eucalyptus	Eucalyptus litoralis	EcM
Myrtaceae	Angophora	Angophora leiocarpa	EcM
Lauraceae	Neolitsea	Neolitsea australiensis	AM
Arecaceae	Laccospadix	Laccospadix australasicus	AM
Myrtaceae	Eucalyptus	Eucalyptus agglomerata	EcM
Myrtaceae	Syzygium	Syzygium divaricatum	AM
Fabaceae	Acacia	Acacia gonoclada	EcM-AM
Fabaceae	Acacia	Acacia vestita	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus minniritchi	EcM
Pittosporaceae	Pittosporum	Pittosporum bracteolatum	AM
Myrtaceae	Eucalyptus	Eucalyptus rhombica	EcM
Myrtaceae	Uromyrtus	Uromyrtus tenella	AM
Lecythidaceae	Barringtonia	Barringtonia calyptrata	AM
Cunoniaceae	Eucryphia	Eucryphia moorei	AM
Meliaceae	Dysoxylum	Dysoxylum acutangulum	AM
Rutaceae	Flindersia	Flindersia australis	AM
Myrtaceae	Gossia	Gossia retusa	AM
Fabaceae	Acacia	Acacia legnota	EcM-AM
Gentianaceae	Fagraea	Fagraea gracilipes	AM
Sapindaceae	Atalaya	Atalaya multiflora	AM
Sapindaceae	Atalaya	Atalaya rigida	AM
Myrtaceae	Eucalyptus	Eucalyptus tenuiramis	EcM
Myrtaceae	Melaleuca	Melaleuca minutifolia	EcM-AM
Pentaphylacaceae	Ternstroemia	Ternstroemia britteniana	AM
Lauraceae	Cryptocarya	Cryptocarya bidwillii	AM
